Url,Sider
,http://sideeffects.embl.de/se/C0000809/
,http://sideeffects.embl.de/se/C0000821/
,http://sideeffects.embl.de/se/C0000887/
,http://sideeffects.embl.de/se/C0001080/
,http://sideeffects.embl.de/se/C0001197/
,http://sideeffects.embl.de/se/C0001422/
,http://sideeffects.embl.de/se/C0001429/
,http://sideeffects.embl.de/se/C0001519/
,http://sideeffects.embl.de/se/C0001727/
,http://sideeffects.embl.de/se/C0001825/
,http://sideeffects.embl.de/se/C0001857/
,http://sideeffects.embl.de/se/C0001889/
,http://sideeffects.embl.de/se/C0002018/
,http://sideeffects.embl.de/se/C0002066/
,http://sideeffects.embl.de/se/C0002173/
,http://sideeffects.embl.de/se/C0002312/
,http://sideeffects.embl.de/se/C0002448/
,http://sideeffects.embl.de/se/C0002636/
,http://sideeffects.embl.de/se/C0002694/
,http://sideeffects.embl.de/se/C0002831/
,http://sideeffects.embl.de/se/C0002881/
,http://sideeffects.embl.de/se/C0002985/
,http://sideeffects.embl.de/se/C0002991/
,http://sideeffects.embl.de/se/C0003076/
,http://sideeffects.embl.de/se/C0003078/
,http://sideeffects.embl.de/se/C0003081/
,http://sideeffects.embl.de/se/C0003090/
,http://sideeffects.embl.de/se/C0003113/
,http://sideeffects.embl.de/se/C0003132/
,http://sideeffects.embl.de/se/C0003165/
,http://sideeffects.embl.de/se/C0003499/
,http://sideeffects.embl.de/se/C0003505/
,http://sideeffects.embl.de/se/C0003509/
,http://sideeffects.embl.de/se/C0003706/
,http://sideeffects.embl.de/se/C0003782/
,http://sideeffects.embl.de/se/C0003803/
,http://sideeffects.embl.de/se/C0003949/
,http://sideeffects.embl.de/se/C0004106/
,http://sideeffects.embl.de/se/C0004135/
,http://sideeffects.embl.de/se/C0004372/
,http://sideeffects.embl.de/se/C0004760/
,http://sideeffects.embl.de/se/C0004943/
,http://sideeffects.embl.de/se/C0005416/
,http://sideeffects.embl.de/se/C0005744/
,http://sideeffects.embl.de/se/C0005859/
,http://sideeffects.embl.de/se/C0006110/
,http://sideeffects.embl.de/se/C0006131/
,http://sideeffects.embl.de/se/C0006160/
